name,is_classical,choice_depth,split
CategoryTheory.Adjunction.rightAdjointUniq_hom_counit,0,,val
mul_gaussSum_inv_eq_gaussSum,1,7,classical_heldout
ChainCompletePartialOrder.bot_isAdmissible,0,,test
ContinuousAlternatingMap.alternatizeUncurryFin_alternatizeUncurryFinCLM_comp_of_symmetric,1,5,classical_heldout
MeasureTheory.StronglyMeasurable.mono,1,5,classical_heldout
MonomialOrder.coeff_pow_nsmul_degree,1,3,classical_heldout
CommRingCat.closure_range_union_range_eq_top_of_isPushout,1,4,classical_heldout
ENat.exists_nat_gt,1,3,classical_heldout
norm_apply_le_norm_cfc,1,4,classical_heldout
Asymptotics.IsEquivalent.zpow,1,5,classical_heldout
Finset.exists_nat_subset_range,0,,train
Pell.Solution₁.eq_one_or_neg_one_iff_y_eq_zero,1,6,classical_heldout
FirstOrder.Language.Substructure.skolem₁_reduct_isElementary,1,4,classical_heldout
RCLike.inner_tmul_eq,0,,train
LinearMap.exists_monic_and_coeff_mem_pow_and_aeval_eq_zero_of_range_le_smul,1,2,classical_heldout
WeierstrassCurve.Φ_ofNat,1,7,classical_heldout
LightProfinite.proj_comp_transitionMapLE',1,7,classical_heldout
Matrix.fromBlocks_zero,0,,train
RatFunc.num_mul_denom_add_denom_mul_num_ne_zero,1,4,classical_heldout
Finset.inf_sup,1,5,classical_heldout
Fin.odd_iff_imp,1,3,classical_heldout
WeierstrassCurve.Projective.negY_smul,0,,train
IsRelPrime.moebius_mul,1,2,classical_heldout
SummationFilter.conditional_filter_eq_map_range,0,,train
IsNonarchimedean.add_eq_right_of_lt,0,,train
Nat.floor_div_natCast,1,6,classical_heldout
Set.Intersecting.insert,0,,train
ProbabilityTheory.lintegral_exponentialPDF_eq_antiDeriv,1,3,classical_heldout
ModularGroup.coe_T_zpow_smul_eq,1,5,classical_heldout
isLUB_ciSup_set,0,,train
PowerSeries.IsRestricted.monomial,1,4,classical_heldout
op_geom_sum₂,1,9,classical_heldout
SSet.skeletonOfMono_succ,1,2,classical_heldout
List.Pairwise.orderedInsert,0,,train
HolderOnWith.of_le_of_le,1,4,classical_heldout
WeierstrassCurve.Projective.negAddY_of_Z_eq_zero_left,1,6,classical_heldout
TendstoLocallyUniformly.prodMk,0,,train
Set.bounded_le_iff_bounded_lt,0,,train
ProbabilityTheory.Kernel.swap_parallelComp,1,2,classical_heldout
UV.mem_of_mem_compression,0,,train
CategoryTheory.Presieve.FamilyOfElements.Compatible.sieveExtend,1,4,classical_heldout
BoxIntegral.integralSum_biUnion_partition,1,2,classical_heldout
RingHom.domain_isLocalRing,1,4,classical_heldout
Polynomial.sum_add_index,1,6,classical_heldout
EisensteinSeries.D2_one,1,4,classical_heldout
Order.krullDim_eq_iSup_coheight,1,4,classical_heldout
PowerSeries.gaussNorm_nonneg,1,2,classical_heldout
Set.nonempty_of_union_eq_top_of_nonempty,1,2,classical_heldout
Std.Stream.snd_takeTR_loop,0,,val
Set.inv_range,0,,train
CategoryTheory.Functor.hasRightDerivedFunctor_of_hasPointwiseRightDerivedFunctor,1,4,classical_heldout
Module.DirectLimit.of.zero_exact,1,8,classical_heldout
leftLim_eq_of_tendsto,1,2,classical_heldout
SimpleGraph.farFromTriangleFree_of_disjoint_triangles,1,4,classical_heldout
ProbabilityTheory.IsAEKolmogorovProcess.congr,1,4,classical_heldout
Finset.prod_Icc_succ_eq_mul_endpoints,1,6,classical_heldout
MeasureTheory.ProbabilityMeasure.exists_lt_measure_biUnion_of_isOpen,1,3,classical_heldout
AddCircle.coe_image_Ico_eq,1,8,classical_heldout
Units.dvd_mul_left,0,,train
CategoryTheory.ObjectProperty.congr_preservesLimit,1,4,classical_heldout
Polynomial.scaleRoots_eval₂_eq_zero_of_eval₂_div_eq_zero,1,4,classical_heldout
InformationTheory.integral_llr_add_mul_log_nonneg,1,2,classical_heldout
WeierstrassCurve.Affine.addPolynomial_eq,1,7,classical_heldout
Topology.IsClosedEmbedding.preimage_closedPoints,0,,train
cross_dot_cross,0,,train
Equiv.Perm.Disjoint.cycleOf_mul_distrib,1,2,classical_heldout
TensorProduct.toMatrix_comm,1,3,classical_heldout
ContinuousOn.cfcₙ_fun,1,4,classical_heldout
ContinuousMap.Homotopy.curry_zero,1,4,classical_heldout
MvPolynomial.coeff_mul_X',1,3,classical_heldout
PowerSeries.coeff_X_pow_mul',1,4,classical_heldout
UpperHalfPlane.int_div_mem_integerComplement,1,4,classical_heldout
ContinuousLinearMap.norm_id,1,4,classical_heldout
expNegInvGlue.nonneg,1,3,classical_heldout
IsAdicComplete.StrictMono.factorPow_comp_eq_of_factorPow_comp_succ_eq',1,7,classical_heldout
TopCat.prod_topology,1,4,classical_heldout
IsFractionRing.isFractionRing_iff_of_base_ringEquiv,0,,train
Affine.Simplex.centroid_mem_median,1,4,classical_heldout
CategoryTheory.Abelian.PreservesCoimage.factorThruCoimage_iso_inv,1,4,classical_heldout
OrthogonalIdempotents.iff_mul_eq,0,,val
exists_dist_lt_le,1,4,classical_heldout
Nat.log_pow_left,1,6,classical_heldout
zsmul_eq_mul,0,,train
SimpleGraph.exists_isAcyclic_reachable_eq_le_of_le_of_isAcyclic,1,6,classical_heldout
ProbabilityTheory.HasGaussianLaw.fun_sum,1,4,classical_heldout
IsLocalization.lift_mem_adjoin_finsetIntegerMultiple,1,2,classical_heldout
Polynomial.existsUnique_hilbertPoly,1,4,classical_heldout
Set.encard_eq_top_iff,1,4,classical_heldout
Monoid.PushoutI.NormalWord.ext_smul,1,4,classical_heldout
Multiset.prod_hom₂_ne_zero,0,,train
CategoryTheory.Limits.IsLimit.nonempty_isLimit_iff_isIso_lift,1,6,classical_heldout
Matrix.det_one_add_X_smul,1,5,classical_heldout
curveIntegral_eq_intervalIntegral_deriv,1,3,classical_heldout
HasDerivWithinAt.nonneg_of_monotoneOn,1,4,classical_heldout
Multiset.prod_map_sum,0,,train
Asymptotics.IsBigO.listProd,1,5,classical_heldout
CategoryTheory.liftedLimitMapsToOriginal_hom_π,0,,val
WittVector.wittOne_zero_eq_one,1,4,classical_heldout
CategoryTheory.Limits.colimitFlipCompColimIsoColimitCompColim_ι_ι_inv,1,4,classical_heldout
Matrix.det_blockDiagonal,1,3,classical_heldout
Real.neg_inv_le_log,1,3,classical_heldout
AlgebraicGeometry.Scheme.Hom.genericPoint_mem_smoothLocus_of_perfectField,1,4,classical_heldout
ax_grothendieck_of_locally_finite,1,2,classical_heldout
Perfection.coeff_surjective,1,3,classical_heldout
SimpleGraph.bot_degree,1,7,classical_heldout
Module.finitePresentation_of_surjective,1,2,classical_heldout
Pi.Lex.le_sInf_apply,0,,train
Nat.fastFibAux_bit_false,0,,train
Batteries.RBNode.Balanced.le_size,0,,train
LinearPMap.adjoint_apply_of_not_dense,1,2,classical_heldout
QuasiErgodic.ae_eq_const_of_ae_eq_comp_of_ae_range₀,1,5,classical_heldout
PiToModule.fromMatrix_apply_single_one,1,6,classical_heldout
ContinuousMap.liftCover_restrict,1,5,classical_heldout
groupHomology.single_one_mem_boundaries₁,1,3,classical_heldout
Set.image_mul_right_Icc,1,4,classical_heldout
Submonoid.dense_induction,0,,train
HasDerivWithinAt.tendsto_nhdsWithin_nhdsNE,1,3,classical_heldout
CategoryTheory.Limits.Multifork.IsLimit.sectionsEquiv_apply_val,1,6,classical_heldout
PMF.integral_eq_tsum,1,4,classical_heldout
Polynomial.Chebyshev.degree_U_natCast,1,5,classical_heldout
Nat.stirlingSecond_one_right,0,,train
Finset.card_biUnion_le_of_intersecting,1,2,classical_heldout
HahnSeries.support_single_subset,1,2,classical_heldout
Complex.log_exp_exists,1,4,classical_heldout
Nat.prime_iff_prime_int,1,4,classical_heldout
Orientation.oangle_add_right_eq_arcsin_of_oangle_eq_pi_div_two,1,3,classical_heldout
MeasureTheory.BorelCantelli.predictablePart_process_ae_eq,1,4,classical_heldout
Filter.IsCobounded.frequently_ge,1,6,classical_heldout
TensorProduct.forall_vanishesTrivially_iff_forall_rTensor_injective,1,4,classical_heldout
MeasureTheory.NullMeasurableSet.exists_measurable_superset_ae_eq,1,3,classical_heldout
groupHomology.map_chainsFunctor_shortExact,1,4,classical_heldout
Submonoid.mem_sSup_of_directedOn,1,3,classical_heldout
Nat.gcdB_zero_right,0,,test
SSet.Subcomplex.ofSimplex_ι,0,,train
groupCohomology.comp_d₀₁_eq,0,,train
gronwallBound_continuous_ε,1,4,classical_heldout
CategoryTheory.BasedFunctor.isHomLift_map,0,,test
Finset.le_truncatedSup,0,,train
Array.scanl_extract,1,7,classical_heldout
Rel.card_interedges_add_card_interedges_compl,1,2,classical_heldout
IsClosed.convexHull_subset_affineSpan_isVisible,1,3,classical_heldout
Set.Finite.toFinset_image,1,4,classical_heldout
Matrix.toLin_mul,1,6,classical_heldout
SimpleGraph.edist_eq_one_iff_adj,1,5,classical_heldout
AkraBazziRecurrence.smoothingFn_mul_asympBound_isBigO_T,1,3,classical_heldout
TopCat.partialSections.directed,1,2,classical_heldout
NumberField.mixedEmbedding.logMap_torsion_smul,1,3,classical_heldout
RootPairing.orthogonal_rootSpan_eq,1,4,classical_heldout
Cardinal.mk_finsupp_lift_of_infinite,1,3,classical_heldout
Order.IsPredPrelimit.lt_sub_natCast,1,4,classical_heldout
Filter.pure_seq_eq_map,0,,train
MeasureTheory.Martingale.add,1,3,classical_heldout
Cardinal.mk_perm_eq_self_power,1,4,classical_heldout
exists_dist_eq,1,4,classical_heldout
HomologicalComplex.truncGE'.hasHomology_sc'_of_not_mem_boundary,1,3,classical_heldout
edist_vadd_vadd_le,1,7,classical_heldout
Associates.mem_factors'_of_dvd,1,3,classical_heldout
MeasureTheory.IsTightMeasureSet.map,1,2,classical_heldout
ProbabilityTheory.setLIntegral_toKernel_univ,1,3,classical_heldout
AbsoluteValue.exists_one_lt_lt_one_pi_of_not_isEquiv,1,2,classical_heldout
AkraBazziRecurrence.eventually_one_add_smoothingFn_pos,1,3,classical_heldout
Multiset.coe_consEquiv_of_eq_of_lt,0,,train
Monotone.seq_le_seq,0,,train
spectralValue_X_sub_C,1,3,classical_heldout
AddCommGrpCat.Colimits.quotUliftToQuot_ι,1,11,classical_heldout
Action.diagonalSuccIsoTensorTrivial_hom_hom_apply,1,7,classical_heldout
cfc_sum,1,2,classical_heldout
LinearIndependent.map_of_surjective_injectiveₛ,1,4,classical_heldout
Topology.IsInducing.frechetUrysohnSpace,1,3,classical_heldout
MeasureTheory.rnDeriv_ae_eq_condExp,1,3,classical_heldout
contDiffAt_ringInverse,1,3,classical_heldout
iteratedFDerivWithin_zero_fun,1,7,classical_heldout
ContextFreeRule.rewrites_of_exists_parts,0,,train
factorsThrough_of_pullbackCondition,1,4,classical_heldout
Submodule.quotientPi_aux.right_inv,1,5,classical_heldout
IsLocalRing.basisQuotient_repr,1,5,classical_heldout
CategoryTheory.ObjectProperty.isColocal_trW,1,5,classical_heldout
Ordnode.dual_insert,0,,train
Computation.exists_of_mem_parallel,0,,train
EuclideanGeometry.angle_midpoint_eq_pi,1,3,classical_heldout
HomologicalComplex.mapBifunctorMapHomotopy.comm₁,1,2,classical_heldout
Batteries.DList.toList_push,0,,train
DFinsupp.extendWith_single_zero,0,,train
CommRingCat.HomTopology.isClosedEmbedding_precomp_of_surjective,1,4,classical_heldout
ProbabilityTheory.IsRatCondKernelCDFAux.measurable_right,1,5,classical_heldout
exists_locallyFinite_subset_iUnion_ball_radius_lt,1,3,classical_heldout
VectorField.lieBracketWithin_add_right,1,4,classical_heldout
ClassGroup.prod_finsetApprox_ne_zero,1,3,classical_heldout
TopologicalSpace.isTopologicalBasis_opens,0,,val
Nat.modEq_list_prod_iff,0,,test
Finset.map_add_right_Ioo,1,9,classical_heldout
MvPolynomial.degreeOf_monomial_eq,1,2,classical_heldout
Finset.prod_update_of_mem,1,6,classical_heldout
HomotopicalAlgebra.FibrantObject.factorsThroughLocalization,1,4,classical_heldout
CFC.abs_eq_cfcₙ_norm,1,3,classical_heldout
CategoryTheory.Functor.linear_of_iso,0,,train
NNReal.tendsto_dist_agmSequences_atTop_zero,1,3,classical_heldout
Concept.copy_eq,0,,train
Rat.add_num_den',1,3,classical_heldout
MeasureTheory.eLpNorm_condExp_le,1,2,classical_heldout
ContinuousMap.secondCountableTopology,1,3,classical_heldout
Fin.le_of_castSucc_lt_of_succ_lt,0,,train
WeierstrassCurve.Affine.derivative_addPolynomial_slope,1,4,classical_heldout
Algebra.fg_trans,1,5,classical_heldout
PEquiv.refl_trans,0,,train
jacobiSum_trivial_trivial,1,2,classical_heldout
List.prod_range_div,0,,train
Batteries.RBNode.reverse_setRed,0,,train
Real.strictMonoOn_artanh,1,3,classical_heldout
MatrixEquivTensor.left_inv,1,8,classical_heldout
DirichletCharacter.unit_norm_eq_one,1,3,classical_heldout
Finset.Iic_top,0,,train
PowerSeries.catalanSeries_sq_mul_X_add_one,1,4,classical_heldout
MeasureTheory.Measure.FiniteAtFilter.prod,1,3,classical_heldout
Filter.isCountablyGenerated_iff_exists_antitone_basis,1,7,classical_heldout
Ideal.maximal_of_no_maximal,1,4,classical_heldout
Rat.HeightOneSpectrum.natGenerator_dvd_iff,1,5,classical_heldout
Matroid.fundCircuit_eq_of_notMem_ground,0,,val
Submodule.eq_top_iff_forall_basis_mem,1,5,classical_heldout
ProbabilityTheory.tsum_prob_mem_Ioi_lt_top,1,4,classical_heldout
Mathlib.Meta.Finset.univ_eq_elems,0,,val
HasLineDerivAt.smul,1,5,classical_heldout
ProbabilityTheory.Kernel.iIndepSet.iIndepFun_indicator,1,2,classical_heldout
Asymptotics.SuperpolynomialDecay.trans_eventuallyLE,1,6,classical_heldout
domain_mvt,1,3,classical_heldout
DFinsupp.lapply_comp_lsingle_same,0,,train
Nat.pair_lt_pair_left,0,,train
Matroid.contract_closure_eq_contract_delete,1,4,classical_heldout
ProbabilityTheory.gaussianReal_map_add_const,1,3,classical_heldout
IsLinearSet.of_fg,1,6,classical_heldout
ModuleCat.reflectsIsomorphisms_extendScalars_of_faithfullyFlat,1,6,classical_heldout
MeromorphicNFAt.eventuallyEq_nhdsNE_iff_eventuallyEq_nhds,1,3,classical_heldout
AkraBazziRecurrence.eventually_deriv_one_sub_smoothingFn,1,4,classical_heldout
WithLp.nnnorm_toLp_inl,1,6,classical_heldout
IsSymmetricRel.sInter,0,,train
OpenPartialHomeomorph.contDiff_univBall,1,4,classical_heldout
injective_of_isLocalization_isMaximal,1,5,classical_heldout
Polynomial.Bivariate.aveal_eq_map_swap,1,6,classical_heldout
MeasureTheory.Measure.sum_add_sum_compl,1,4,classical_heldout
LinearMap.isPositive_natCast,1,5,classical_heldout
Finsupp.cons_support,1,6,classical_heldout
MeromorphicOn.negPart_divisor_add_of_analyticNhdOn_right,1,2,classical_heldout
Topology.IsInducing.isNowhereDense_image,0,,train
MeasureTheory.upperCrossingTime_eq_upperCrossingTime_of_lt,1,3,classical_heldout
Multiset.bell_eq,1,6,classical_heldout
ContinuousMap.tendsto_concat,1,3,classical_heldout
Ideal.exists_finset_card_eq_height_of_isNoetherianRing,1,3,classical_heldout
LinearMap.intrinsicStar_id,0,,train
CategoryTheory.MonoidalCategory.DayConvolution.braiding_naturality_right,1,4,classical_heldout
DivInvMonoid.ext,0,,train
Nat.descFactorial_le_pow,0,,train
Int.cast_le_neg_one_of_neg,1,8,classical_heldout
List.mem_dlookup,0,,train
List.isRotated_nil_iff,0,,test
nndist_pi_eq_iff,1,3,classical_heldout
List.length_offDiag',0,,train
Submodule.IsPrimary.inf,0,,train
Complex.re_le_re,1,5,classical_heldout
Matrix.map_map,0,,train
ack_add_one_sq_lt_ack_add_three,1,8,classical_heldout
Affine.Simplex.centroid_eq_iff,1,2,classical_heldout
AlgebraicGeometry.Scheme.compactSpace_of_isLimit,1,5,classical_heldout
mul_pow,0,,train
Affine.Simplex.altitudeFoot_restrict,1,4,classical_heldout
Polynomial.comp_X,1,6,classical_heldout
Real.deriv_negMulLog,1,4,classical_heldout
ZMod.LSeriesSummable_of_one_lt_re,1,3,classical_heldout
Ideal.exists_minimalPrimes_le,1,4,classical_heldout
RingHom.isIntegral_stableUnderComposition,1,6,classical_heldout
Representation.ofModule_asModule_act,1,5,classical_heldout
MeasureTheory.integrableOn_image_iff_integrableOn_deriv_smul_of_monotoneOn,1,4,classical_heldout
Finset.prod_powerset_cons,1,2,classical_heldout
EuclideanGeometry.two_zsmul_oangle_of_parallel,1,4,classical_heldout
Finset.range_add_one',0,,train
ProbabilityTheory.Fernique.measure_gt_normThreshold_le_rpow,1,3,classical_heldout
SimpleGraph.Walk.notMem_support_takeUntil_support_takeUntil_subset,1,6,classical_heldout
SchwartzMap.integral_bilinear_laplacian_right_eq_left,1,3,classical_heldout
iter_deriv_inv,1,6,classical_heldout
MeasureTheory.Measure.rnDeriv_add_right_of_mutuallySingular',1,3,classical_heldout
Pi.apply_mulSingle₂,0,,train
Mathlib.Meta.Positivity.int_div_self_pos,0,,train
Setoid.lift_unique,0,,val
TrivSqZeroExt.exp_inl,1,3,classical_heldout
egauge_univ,1,6,classical_heldout
HasFPowerSeriesWithinOnBall.prod,1,4,classical_heldout
Complex.hasSum_taylorSeries_on_eball,1,4,classical_heldout
AlgebraicGeometry.Proj.basicOpenToSpec_SpecMap_awayMap,1,5,classical_heldout
legendreSym.at_neg_two,1,4,classical_heldout
Algebra.exists_etale_isIdempotentElem_forall_liesOver_eq_aux,1,3,classical_heldout
Polynomial.degree_mod_lt,1,3,classical_heldout
leOnePart_mul_oneLePart,0,,train
Polynomial.support_opRingEquiv,1,7,classical_heldout
interval_average_eq,1,3,classical_heldout
Array.scanr_extract,1,7,classical_heldout
nhdsGE_eq_iInf_inf_principal,0,,test
Nat.not_bddAbove_setOf_prime,0,,train
Affine.Simplex.abs_inner_vsub_altitudeFoot_lt_mul,1,3,classical_heldout
IntermediateField.LinearDisjoint.lift_adjoin_rank_eq_lift_rank_right_of_isAlgebraic,1,3,classical_heldout
Order.IsSuccPrelimit.isMin,1,4,classical_heldout
Filter.Eventually.image_of_prod,0,,train
ENNReal.iSup_add_iSup_le,1,3,classical_heldout
IsUpperSet.total,0,,test
MulAction.IsPreprimitive.isMultiplyPreprimitive,1,2,classical_heldout
SimpleGraph.deleteEdges_fromEdgeSet,1,6,classical_heldout
BoxIntegral.Integrable.dist_integralSum_sum_integral_le_of_memBaseSet_of_iUnion_eq,1,2,classical_heldout
MonoidWithZeroHom.inr_mono,1,6,classical_heldout
EuclideanGeometry.inversion_mem_perpBisector_inversion_iff,1,3,classical_heldout
MeasureTheory.Submartingale.tendsto_eLpNorm_one_limitProcess,1,3,classical_heldout
SimpleGraph.Walk.snd_darts_getElem,0,,test
Filter.map₂_swap,0,,train
MeasureTheory.integral_mono_measure,1,2,classical_heldout
Finset.filter_le_le_eq_Icc,0,,train
EuclideanGeometry.dist_orthogonalProjection_line_eq_iff_two_zsmul_oangle_eq,1,3,classical_heldout
groupHomology.chainsMap_id_f_hom_eq_mapRange,1,4,classical_heldout
IsLocalMaxOn.closure,1,11,classical_heldout
Finset.update_piecewise_of_notMem,1,6,classical_heldout
List.nextOr_eq_getElem?_idxOf_succ_of_mem_dropLast,0,,val
MeasureTheory.FiniteMeasure.map_prod_map,1,4,classical_heldout
stdSimplex.barycenter_eq_centerMass,1,6,classical_heldout
IncidenceAlgebra.zeta_mul_zeta,0,,train
AlgebraicGeometry.Scheme.Pullback.t_id,1,4,classical_heldout
CategoryTheory.Functor.OfSequence.congr_f,0,,train
Rat.int_algebraMap_surjective,1,3,classical_heldout
WithZero.map'_surjective_iff,0,,train
isIsotypic_submodule_iff,1,4,classical_heldout
SimpleGraph.Walk.IsPath.getVert_eq_start_iff,1,5,classical_heldout
Module.Basis.toMatrix_eq_toMatrix_constr,1,5,classical_heldout
MeasureTheory.norm_integral_sub_setIntegral_le,1,3,classical_heldout
AddCircle.addOrderOf_period_div,1,3,classical_heldout
minpoly.natDegree_eq_one_iff,1,3,classical_heldout
Polynomial.leadingCoeff_monic_mul,1,4,classical_heldout
CStarMatrix.inner_toCLM_conjTranspose_left,1,4,classical_heldout
Profinite.NobelingProof.e_mem_of_eq_true,0,,train
Set.OrdConnected.strictConvex,0,,test
SkewMonoidAlgebra.coeff_single_mul_of_not_exists_mul,1,2,classical_heldout
Affine.Simplex.ExcenterExists.excenter_ne_point,1,3,classical_heldout
Array.pairwise_append,0,,train
EReal.toReal_eq_toReal,0,,train
LinearMap.map_mul_of_map_mul_tmul,0,,train
Algebra.FormallyUnramified.of_equiv,1,5,classical_heldout
Isometry.single,1,6,classical_heldout
Char.isLower_toLower_eq_isAlpha,0,,train
Fin.sigma_eq_of_eq_comp_cast,0,,train
SimpleGraph.exists_isFiveWheelLike_of_maximal_cliqueFree_not_isCompleteMultipartite,1,4,classical_heldout
CategoryTheory.Functor.HomObj.congr_app,0,,test
MeasureTheory.isTightMeasureSet_iff_inner_tendsto,1,2,classical_heldout
IsMIntegralCurveOn.hasDerivWithinAt,1,3,classical_heldout
HasDerivAt.comp_hasDerivWithinAt_of_eq,1,4,classical_heldout
EReal.preimage_coe_Ioo_bot_top,0,,train
List.sublists_append,0,,val
Filter.map_sumElim_eq,0,,train
Complex.exp_eq_exp_ℂ,1,3,classical_heldout
CategoryTheory.Functor.IsCoverDense.ext,1,6,classical_heldout
AddChar.zmod_char_ne_one_iff,1,5,classical_heldout
ContDiffWithinAt.continuousWithinAt,1,5,classical_heldout
ENNReal.le_ofReal_iff_toReal_le,1,5,classical_heldout
Ideal.FG.of_FG_map_of_faithfullyFlat,1,4,classical_heldout
Module.Basis.sum_dual_apply_smul_coord,1,5,classical_heldout
PEquiv.ofSet_eq_refl,0,,train
List.reduceOption_length_eq,0,,train
Filter.map_mul_right_nhdsNE,0,,train
derivWithin_comp_of_eq,1,3,classical_heldout
Nat.multinomial_cons,1,5,classical_heldout
NormedAddCommGroup.exists_norm_nsmul_le,1,3,classical_heldout
Matrix.eRank_le_card_height,1,3,classical_heldout
ContinuousLinearMap.homothety_norm,1,3,classical_heldout
Con.sSup_eq_conGen,0,,train
TopCat.GlueData.image_inter,1,4,classical_heldout
HasStrictFDerivAt.mul,1,5,classical_heldout
TypeVec.toSubtype_of_subtype,0,,train
Asymptotics.IsBigO.comp_snd,0,,train
Ideal.ramificationIdxIn_mul_ramificationIdxIn,1,3,classical_heldout
Matrix.TransvectionStruct.toMatrix_reindexEquiv_prod,1,8,classical_heldout
Set.insert_Ioc_right_eq_Ioc_succ_of_not_isMax,0,,train
HahnSeries.zero_le_orderTop_iff,1,2,classical_heldout
MeasureTheory.Measure.eqOn_open_of_ae_eq,1,3,classical_heldout
Set.range_list_getD,0,,train
UniformConvexOn.strictConvexOn,1,4,classical_heldout
MeasurableSpace.measurableSpace_iSup_eq,1,9,classical_heldout
Polynomial.natDegree_map_lt,1,3,classical_heldout
mfderiv_comp_of_eq,1,3,classical_heldout
AddLECancellable.lt_of_tsub_lt_tsub_left_of_le,0,,train
ContinuousSMul.of_nhds_zero,0,,train
MeasureTheory.continuous_diracProbaEquivSymm,1,5,classical_heldout
Matroid.IsMinor.trans,1,6,classical_heldout
preNormEDS_mul_complEDS₂,1,10,classical_heldout
biSup_sup,0,,train
Irreducible.isPrimitive,1,3,classical_heldout
InnerProductGeometry.angle_smul_smul,1,3,classical_heldout
CategoryTheory.Presheaf.isLocallySurjective_iff_of_fac,1,5,classical_heldout
MeasureTheory.Measure.measure_prod_compl_eq_zero,1,4,classical_heldout
List.maximum_append,0,,train
Nat.divisor_le,0,,train
Subalgebra.finrank_eq_one_iff,1,5,classical_heldout
Cardinal.cantorFunctionAux_succ,1,7,classical_heldout
Nat.choose_symm_of_eq_add,1,6,classical_heldout
List.prod_hom₂_nonempty,0,,test
div_mul_le_div_mul_of_div_le_div,1,8,classical_heldout
Real.fib_isSol_fibRec,1,5,classical_heldout
AnalyticWithinAt.exists_hasFTaylorSeriesUpToOn,1,4,classical_heldout
Algebra.Norm.Transitivity.auxMat_toSquareBlock_ne,0,,train
Order.Ideal.IsProper.notMem_of_compl_mem,0,,train
Matroid.dual_isBase_iff,1,7,classical_heldout
AddChar.sum_eq_ite,1,4,classical_heldout
Measurable.simpleFunc_add,1,2,classical_heldout
Subgroup.dense_xor'_cyclic,1,2,classical_heldout
DyckWord.two_mul_semilength_eq_length,0,,train
ENat.le_ceil,1,6,classical_heldout
MvPolynomial.degreeOf_sub_lt,1,4,classical_heldout
sInf_within_of_ordConnected,0,,train
MDifferentiableAt.comp_of_eq,1,4,classical_heldout
Multiset.nodup_sup_iff,1,8,classical_heldout
Finsupp.supported_eq_span_single,1,4,classical_heldout
Sbtw.mem_image_Ioo,1,6,classical_heldout
UniqueFactorizationMonoid.normalizedFactors_nodup,1,3,classical_heldout
IsMax.withBot,0,,train
Complex.norm_log_one_sub_inv_add_logTaylor_neg_le,1,4,classical_heldout
Ordnode.insert'.valid,1,9,classical_heldout
MvPolynomial.isUnit_iff,1,2,classical_heldout
Chebyshev.primeCounting_eq_theta_div_log_add_integral,1,3,classical_heldout
ConvexOn.univ_sSup_of_countable_affine_eq,1,3,classical_heldout
Multiset.le_prod_nonempty_of_submultiplicative,0,,train
Submodule.spanRank_sup_le_sum_spanRank,1,4,classical_heldout
Matrix.submatrix_succAbove_det_eq_negOnePow_submatrix_succAbove_det',1,7,classical_heldout
MeasureTheory.setIntegral_condExpL1CLM,1,3,classical_heldout
EReal.sign_mul_inv_abs,1,3,classical_heldout
Nat.floor_natCast,1,8,classical_heldout
ProbabilityTheory.Kernel.IsProper.lintegral_mul,1,4,classical_heldout
CStarMatrix.map_map,0,,train
Polynomial.mirror_monomial,1,2,classical_heldout
AkraBazziRecurrence.eventually_one_sub_smoothingFn_gt_const_real,1,4,classical_heldout
Filter.cardinalInter_ofCardinalGenerate,0,,train
CategoryTheory.Abelian.Ext.comp_add,1,5,classical_heldout
SupClosed.infClosure,1,8,classical_heldout
toIcoMod_mem_Ico',1,6,classical_heldout
Set.empty_prod,0,,val
pow_mul_pow_eq_one,0,,train
PowerSeries.comp_eval₂,1,4,classical_heldout
ProbabilityTheory.Kernel.measurable_kernel_prodMk_left',1,4,classical_heldout
TrivSqZeroExt.fst_invOf,0,,train
ConvexOn.sSup_of_countable_affine_eq,1,2,classical_heldout
OnePoint.nhdsNE_infty_eq,1,6,classical_heldout
Topology.IsInducing.multipliable_iff_tprod_comp_mem_range,1,2,classical_heldout
SeminormedGroup.uniformCauchySeqOnFilter_iff_tendstoUniformlyOnFilter_one,1,4,classical_heldout
ZMod.valMinAbs_zero,0,,train
Graph.IsNonloopAt.of_compatible,0,,train
MvPolynomial.mem_restrictTotalDegree,1,5,classical_heldout
ENNReal.exists_nnreal_pos_mul_lt,1,7,classical_heldout
List.Vector.mapAccumr₂_bisim,0,,train
Fin.divNat_mkDivMod_modNat,0,,train
IsCompactOpenCovered.id_iff_isOpen_and_isCompact,1,8,classical_heldout
Nat.chineseRemainderOfMultiset_lt_prod,1,6,classical_heldout
Polynomial.lt_rootMultiplicity_of_isRoot_iterate_derivative_of_mem_nonZeroDivisors,1,3,classical_heldout
ProbabilityTheory.Kernel.iIndepSets.of_subsingleton,1,5,classical_heldout
Vector.finIdxOf?_eq_none_iff,0,,train
AlgebraicGeometry.Scheme.Modules.hom_ext,0,,train
Equiv.lawfulFunctor',0,,train
MvPolynomial.IsHomogeneous.coeff_isHomogeneous_of_optionEquivLeft_symm,1,4,classical_heldout
Real.rpow_add_of_nonneg,1,4,classical_heldout
MvPolynomial.dvd_monomial_mul_iff_exists,1,4,classical_heldout
SuccOrder.isSuccLimit_of_mem_frontier,1,4,classical_heldout
MeasureTheory.tendsto_measure_of_le_liminf_measure_of_limsup_measure_le,1,8,classical_heldout
WithZero.log_lt_log,0,,train
